Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,2547330284.04418,3957418082.79925,7466219568.52748,8554293727.08674,8099400960.97627,8163355021.12327,9302635890.16047,8882509103.82705,9642848650.1181,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,78476000,110937729.4126,150071644.837406,152793449.108916,152130186.034773,163803078.278876,172861423.41758,184439555.469872,190180248.293377,186716625.753117,..,..
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1019600770.6038,1293654175.2102,3356757497.1208,4031047704.39864,3662281667.94663,4337791530.87884,5166340390.52554,5231255478.38986,5645739651.53638,5442297174.11121,..,..
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,2653485952.13319,4582562398.66894,7792052679.81746,9641089804.86982,8834661042.93519,9718233910.68203,11252386260.712,11445657237.9368,11931866299.2567,12612959479.583,11510952257.3431,..
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,262709785592.711,683647980782.407,1043471321169.09,1101275278668.79,894948748436.748,1051128603513.77,1171187519660.64,1186598324461.82,1261832901816.47,1297845522512.7,1144331343172.45,..
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,147200000,233226300,255890800,261339600,277510900,294117200,310287500,325835160.290555,315725616.958949,318071978.575747,..,..
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,3592856080.02915,1288420222.94787,4401154128.12297,6054806100.8468,5439422031.39627,5811604051.96737,7015206498.21955,7284686576.2835,7985349731.46471,7983271110.60446,6551161404.09357,..
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,2481316053.85316,2647883820.18625,5974371695.95045,6919241412.09365,5557245122.31576,5350674803.33858,6074884388.58937,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,2560785660,1136896162.17581,4234999702.70651,5623216609.63463,4583850367.88972,7189482029.68248,10409797336.1861,12292770631.1967,12582122604.1768,12226514714.5347,11757940908.6277,..
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,984279598.325251,3668857103.75034,4519731946.68229,4141382328.42456,4139192052.98013,4538199888.79622,4087725812.66864,4464497583.51479,4587741791.10639,3992640233.17019,..
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,30179962098.142,38857251336.3448,79041539006.1399,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,107235262625.662,110009040838.419,100359546357.65,..
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,2512109516.61781,5016469068.50898,9366742309.49331,11494837053.4061,10911698208.1015,10154238250.1818,13131168011.807,14534278446.3087,16018848990.669,16945889409.8435,14688606237.729,..
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,..,..,..,..,..,..,..,74690222130.8964,58652652370.6565,64330041772.9259,64865515159.2277,..
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,2804357081.08613,3908661517.62299,8740865600.24981,8486721916.9128,8876191120.76189,11282192605.0374,12409629835.6998,13016152023.5944,12720433346.0298,12838336840.2247,11546088223.2118,..
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,3627559252.20577,5494252207.90502,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,19769642122.5833,20880545907.4264,..
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,314267667675.178,412807259996.315,839419655078.018,936228211513.11,857932759099.75,836439735099.338,893701695857.659,828946812396.788,864169242952.925,879319321494.639,752547410446.934,..
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,2529310103.83608,2682347064.3642,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,45495727006.5141,52623281956.7031,137314617476.299,133278976593.801,121337372727.841,146584522265.456,168462632327.382,176617424296.729,190690896703.83,200142409766.821,173754075210.516,..
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,1009455476.10732,5107329007.0922,7458103361.63737,8491388728.5018,8380731879.74635,8741313140.24883,9755619760.14614,10438842115.6263,10874735110.8237,11790221756.2778,12692562187.4933,..
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,2480673304.74309,1798374468.36362,4291363390.91295,5403363917.3096,5397121856.35204,5718589799.24366,6409169889.50891,6942209594.55433,7667951987.6933,8245312136.56543,7142951342.4223,..
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,30757075595.3681,46385996028.9482,166451213395.64,208064753766.47,169481317540.364,369062464570.387,411743801711.642,460953836444.364,514966287206.505,568498939784.021,481066152870.266,..
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,119791683307.507,171315639982.731,400883873279.083,461946808510.638,386383919342.271,428524701366.599,498157406416.158,509704856037.817,522746212765.957,500519016133.298,388314890978.609,..
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,11685045607.8469,19507412223.6671,42085305591.6775,60905331599.4798,48388296488.9467,58641352405.7217,67937581274.3823,76341482444.7334,78182574772.4317,81796618985.6957,70254876462.9389,..
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,40010425585.0861,73952374969.7995,152385716311.916,170077814106.305,168152775283.032,177406854514.885,213755282058.719,224646134571.4,231149768633.284,243382758001.33,269971498118.442,..
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,76888000,149300000,196000000,198100000,186400000,183800000,199900000,214200000,228700000,250900000,287400000,..
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,5625703300,12303975900,20958000000,24522200000,26593500000,28917200000,34373820500,39954761200,44856189500,49165773100,52132289700,..
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3219730365,3521348154.79666,6340673793.54534,8000074071.33069,8105331929.8755,9716103408.96554,12873049346.2674,15391629871.3765,15413163674.9224,16928680397.4185,..,..
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,5695201563.42495,8195993230.74275,13794910633.8518,18504130752.9922,15929902138.1363,20030528042.9171,25071195492.0127,24611039786.132,28965906502.2306,30881166852.3116,27622778722.3986,..
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,25710059622.0643,50980861887.1601,102170980824.545,121572308718.616,121192332201.439,148521818488.749,170574733563.461,192703386156.047,202028936209.368,202855201908.123,192083721355.064,..
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,44311595229.859,81026297144.2795,149359920005.894,174195135053.121,168334599538.168,199590774784.581,224143083706.777,250092093547.532,271927428132.554,284777093019.065,291965336390.95,..
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,64712371654.1385,171885598582.637,428762961089.635,530185123692.512,436476394987.34,479242529764.866,528742068313.757,500227851988.331,524059039422.894,544982089079.093,474783393022.947,..
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,78721607509.4923,118358489957.619,240169336162.059,262007590449.685,243745748819.116,238317631788.079,244879869335.557,216368178659.447,226073492966.495,230116913840.321,198931394033.492,..
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,30603919000,61701810000,89524131617.1909,93639316000,96385638000,98381268000,100351670000,101080738000,103134778000,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,7360439210.95034,17759890109.8901,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,169804735989.011,190289835164.835,201885439560.44,210109340659.341,166907692307.692,..
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROM,38299106119.9263,37438527799.5302,171536685395.563,208181626900.631,167422949529.4,167998080493.408,185362855081.021,171664638717.49,191549024910.604,199324435686.134,177954489851.961,..
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,516814258695.568,259708496267.33,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2031771419408.96,2170145829223.92,2230628062254.41,2030972571014.27,1326015096948.19,..
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,2550185692.53721,1734938190.25841,3775447705.93559,4796573531.21622,5308990459.47843,5698548987.88591,6406727230.17325,7219657132.21544,7522006198.23208,7912161659.7618,8095980013.73418,..
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,125766270.897892,269019710.327456,570469196.667431,619260721.579306,586153251.794346,656789149.595525,762098381.877023,804209309.427213,795753602.492535,800418989.621751,761037916.35753,..
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,773907642.414748,1687567364.11695,1899879955.48332,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,145827429.569241,189595284.422349,192558289.704971,195176113.354139,239986643.473005,265592759.78986,305632896.173095,337413477.240837,..,..
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,116778104138.852,188441866666.667,415964509673.115,519796800000,429097866666.667,526811466666.667,669506666666.667,733955733333.333,744335733333.333,753831466666.667,646001866666.667,..
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,5716644524.96413,4679604753.55711,11284603070.5653,13386345214.5385,12812994418.9401,12932428287.6047,14440676929.3238,14045681414.3657,14951667193.5471,15657551477.2003,13779570705.7552,..
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,..,6540247190.33529,40289556656.1455,49259526052.7426,42616653299.9115,39460357730.5224,46466728666.6103,40742313861.1374,45519650911.4138,44210806365.6817,36513027127.6723,..
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,368584758.942457,614879764.780006,1033561654.0568,967199593.960157,847397850.094417,969936525.298729,1065826669.89742,1134267367.19206,1411061260.70839,1422530791.5588,1437722206.38754,..
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,649644826.800447,635874002.198748,2158496872.85796,2505458705.03338,2489985963.18142,2616610911.08235,2985556819.41441,3853432409.29289,4958754472.42027,5005662070.72105,4474689705.76783,..
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,36152800270.0498,95833932714.6172,179981288567.447,192225881687.752,192408387762.118,236421782178.218,275221020830.021,289268624469.873,300288499960.042,306344408491.832,292739307535.642,..
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,12694544692.7374,29114875621.8905,86072414453.8735,100076967921.488,88661433731.5921,89254437086.0927,97919794273.0053,93049717829.537,98028544875.1992,100252753084.782,86581789952.3123,..
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,..,20342197589.3242,48114700246.3728,55589863776.1828,50244790219.5054,48016423841.0596,51287600778.4265,46240004973.2771,47675792660.2581,49491396798.0619,42746980843.0904,..
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,302515026.890225,435101217.518415,516074228.959749,608292551.499525,597762270.794063,671585231.579861,886503123.818327,1025124684.35864,1059695156.18795,1158190175.3149,1156834750.5275,..
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,..,..,..,..,..,..,..,..,5352000000,5707000000,5953000000,..
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,112014836393.151,136361791002.623,299415359539.558,286769850239.675,295936471258.128,375349442837.24,416596716626.957,397386418270.402,366057913372.207,349873026988.676,312797576593.594,..
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..,..,..,15550136278.8696,12231362022.6859,15727363443.0995,17826697892.2717,10368813559.322,13257635694.9153,13282084033.8983,9015221096.24474,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,535101248775.71,595402616546.895,1479341637010.68,1634989014208.29,1499074742984.16,1431672847682.12,1487924659438.42,1339946773437.24,1369261671179,1381342101735.68,1199057336142.84,..
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,8032551173.24014,16330814179.9766,32350248410.8216,40713812309.7316,42066217871.5349,56725745039.336,65292741296.5382,68434399083.41,74294206490.5894,80028186274.5098,82316172384.325,..
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,208740440.757955,420086753.420087,684148703.703704,734660333.333333,708891296.296296,692457407.407407,728050629.62963,731919888.888889,787290370.37037,864766185.185185,921888851.851852,..
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,397192585.577919,780895370.37037,1173341555.55556,1194493407.40741,1186800333.33333,1249497000,1290025296.2963,1311133148.14815,1334385777.77778,1404430555.55556,1436390325.92593,..
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,240365255.014256,396270000,651436074.074074,695428851.851852,674922481.481482,681225962.962963,676129407.407407,692933740.740741,720636185.185185,729738560.37037,751373262.962963,..
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,12408647780.4484,12257418326.0734,45898948564.0593,54526580231.5568,53150209167.934,65634109236.7736,67327289319.733,62688889672.5441,66480141187.3528,73814947340.8984,84066770983.3333,..
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,388300000,892164393.939394,2936612021.85792,3532969034.60838,3875409836.06557,4368398047.64333,4422276621.78703,4980000000,5130909090.90909,5210303030.30303,4877888603.80651,..
GDP (current US$),NY.GDP.MKTP.CD,Swaziland,SWZ,1114694112.47478,1524496383.18107,3053808158.51478,3019779208.83165,3144671158.99784,3527776867.18024,4963056465.27386,4912817417.78319,4562432041.09745,4412891833.36865,4060072443.54921,..
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,258154283908.9,259802012617.057,487816328342.309,513965650650.119,429657033107.737,488379327089.837,563113421113.421,543880647757.404,578742001487.571,571100683085.099,492618068568.573,..
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,257420293190.325,271659728209.379,477407802315.895,551546962699.658,539528229942.101,581211708792.789,696311671959.459,665408300271.743,684919206141.128,701037135966.049,664737543616.5,..
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,12308624283.9787,19325894913.1254,40405006007.2086,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,2629395066.27017,860550294.273467,3719515378.91771,5161298559.34241,4979471963.7922,5642221528.67072,6522755783.39303,7633036366.03545,8506674782.75471,9236309138.04277,7853450374.0001,..
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,4258742898.93795,10185786382.8283,21501741757.484,27368386358.131,28573777052.4542,31407908612.0943,33878631649.4157,39087748240.4403,44333456244.744,48030400964.2053,44895392076.5118,..
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,85343189320.7519,126392308497.749,262942650543.771,291383081231.82,281574762729.76,340923571200.889,370608559050.496,397290682074.825,419888628523.075,404320038916.496,395281580952.881,..
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TMP,..,368000000,559000000,694000000,818000000,934000000,1138000000,1295000000,1319000000,1371172832.77153,1412377919.12175,..
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,1628427587.46411,1294250233.18894,2523462557.38975,3163416242.05877,3163000528.8167,3172945644.5585,3756023159.96,3866617462.61854,4081112865.35503,4482535926.29673,4002723816.65721,..
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,113563821.577404,188623258.458914,299657872.038155,340041546.540362,321303416.072745,369816107.03043,441232909.196067,457244315.207909,432889959.433327,434386306.626299,..,..
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,5068000000,8154338232.95978,21642304045.512,27870257894.2347,19175196445.7936,21037612736.256,24409826346.0908,24580844842.603,27257411604.0108,28874122633.5743,27805745960.6511,..
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,12290568181.8182,21473188881.5933,38908069299.204,44856586316.0458,43454935940.1614,44050929160.2627,45810626509.4474,45044176963.9542,46255554871.6686,47603227896.5659,43015089722.6754,..
GDP (current US$),NY.GDP.MKTP.CD,Turkey,TUR,150676291094.21,266567532789.507,647155131629.442,730337495197.849,614553921935.484,731168051636.944,774754155820.895,788863301224.944,823242587456.666,798797266164.039,718221078308.824,..
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,3189539641.3171,2904662604.82053,12664165103.1895,19271523178.8079,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43485614035.0877,37334232257.1429,..
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,8824746.23813152,13741844.5911473,27030374.0272781,30290219.7617849,27101076.2751521,31823518.6204366,39312016.5033522,39875750.6730172,38320765.1171645,37859554.4597051,..,..
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,4304399516.07681,6193246837.09687,12292813603.2327,14239026629.639,17878178830.7227,20181796802.8574,20262889523.9576,23236898742.1315,24662957836.494,26998477707.0964,26369242278.1637,..
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,81456918678.5008,31261718319.1794,142719009900.99,179992405832.321,117227769791.56,136419300367.962,163159671670.265,175781379051.433,181334417615.413,131805126738.287,90615023323.7353,..
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,50701443695.6113,104337372362.151,257916133424.098,315474615738.598,253547358747.447,286049336038.121,348526072157.931,373429543907.42,387192103471.75,399451327433.628,370292716133.424,..
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,1093169389204.55,1554801028899.98,2969733893557.42,2793376838235.29,2314577036921.64,2403504326328.8,2594904662714.31,2630472981169.65,2712296271989.99,2990201431078.23,2848755449421.34,..
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,5979589000000,10284779000000,14477635000000,14718582000000,14418739000000,14964372000000,15517926000000,16155255000000,16663160000000,17348071500000,17946996000000,..
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,9298839655.23138,22823255801.8447,23410572633.2882,30366213118.4076,31660911278.5627,40284682481.3918,47962439302.6658,51265399742.6953,57531233351.2089,57235766827.0376,53442697567.8844,..
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,13360607990.6751,13760374487.51,22311393927.8817,27934030937.2157,32816828372.9753,39332770928.9426,45324319955.3884,51183443224.9939,56795656324.5823,63132848445.0133,66732801392.6618,..
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,158397406.344715,272014693.050806,526428309.945088,607958616.143415,610066628.693058,700804286.224354,792149700.679116,781702874.106058,801787555.861121,814954586.8173,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,47027508385.03,117147614565.563,230364229156.963,315600203539.823,329418979506.288,393801459277.332,316482190800.364,381286237847.667,371336634589.947,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,6471740486.31946,33640085727.512,77414425532.2452,99130304099.1274,106014600963.977,115931749904.839,135539487317.008,155820001920.492,171222025117.381,186204652922.262,193599379094.859,..
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,1564700032,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,WBG,..,4313600000,5505800000,6673500000,7268200000,8913100000,10459845737.4302,11279400000,12476000000,12715600000,12677400000,..
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,5647251908.39695,9636342274.82408,25633674563.5493,30397203368.9725,28459501429.6512,30906753495.1501,31078858746.492,32074766834.7453,35954502303.5041,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,3288381797.32415,3600683039.73254,14056957976.2648,17910858637.9048,15328342303.9575,20265552104.3964,23459515284.206,25503060411.4567,28045517946.1065,27134637888.441,21201564248.3879,..
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,8783816700,6689957600,5291950100,4415702800,8157077400,9422161300,10956226600,12392715500,13490227100,14196912500,13892940503.5829,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 11/17/2016,,,,,,,,,,,,,,,
